Timestamp,Win,Loss,Blocker,Win_sentiment,Loss_sentiment,Blocker_sentiment,Win_sentiment_category,Loss_sentiment_category,Blocker_sentiment_category,Week,Month
2025-07-10 22:30:48,I have enjoyed that I was able to pay my rent,"I thought this month things are going to be better, get a permanent job ",Requirements,0.5,0.5,0.0,Positive,Positive,Neutral,28,July
2025-07-10 23:49:07,"Before this program started, I was beginning to become frustrated with myself and my life. I felt like I was taking any job to survive. I didn't expect that one of my tasks was the one thing I've been thinking about, but struggling to start. I was happy that I was challenged to sit and think about my future. To create a realistic plan, even though it may not go according but i have milestones put in place for me to work towards. No pressure towards me, but grateful that it's done, and I can now remember things that I want to achieve, and even improve the plan. ","One of the challenges that I faced was that I was told about this program last minute, so preparation on my end was not properly done at the start of the week. And trying my best to show up for every session and make time to do my tasks.","A blocker that I experienced was that my baby was sick last week, due to this, I missed a submission. ",0.0666666666666666,0.3333333333333333,-0.0098214285714285,Neutral,Positive,Neutral,28,July
2025-07-11 08:17:15,Managing to submit tasks even though it was a bit difficult for me as I was not used to the set up.,At the beginning it was hard for me to adapt to working online,Had an issue with electricity which made it a bit difficult for me to attend but it is solved now.,-0.5,-0.2916666666666667,-0.5,Negative,Negative,Negative,28,July
2025-07-11 17:46:38,I learnt a lot from the DYL series about how to plan my live which is something I had never done before.,There are a few assignments I turned in late.,Having to go to work at night and attend classes and meetings during the day.,0.1363636363636363,-0.25,0.0,Neutral,Negative,Neutral,28,July
2025-07-13 16:15:43,I was equipped with both tech (AI) and financial literacy,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,28,July
2025-07-14 00:03:14,"I enjoyed the Design Your Life Odyssey plans because it was a fun and creative way to think about my life choices and plans, doing small things or experiments to get there and pivoting when necessary.",Time Management - working on improving that.,Time Management - working on improving that.,0.21,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-14 18:06:28,Caught up with a old friend and we had great catch up,Dedicating time to focus on my honours project,I caught flue and it's  really been rough and draining,0.45,0.0,0.05,Positive,Neutral,Neutral,29,July
2025-07-15 15:34:34,Learning about AI and also rewatching the worth me video.,I would say finishing the datacomb assigned tasks,,0.3,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-15 18:16:19,I have set myself a weekly goal and I have achieved it,"I have not yet been able to start with my Launch courses, but I will start today ",I currently do not have any blocker,0.0,0.5,0.0,Neutral,Positive,Neutral,29,July
2025-07-15 19:46:55,"Learned how to use AI, able to think deeper about the things I can achieve.","I'm still trying to get used to working online on my own, but it's getting better.",Not being able to access the Financial course,0.5,0.55,0.25,Positive,Positive,Neutral,29,July
2025-07-15 21:46:20,Completed all my assigned tasks well,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 07:35:15,I beat flu that almost took me out,I didnt go to gym for the whole week,Flu,0.0,0.2,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 08:32:40,I have begun taking control of my financial life by working on a budget.,"Everything went pretty smoothly this week, besides the ""Financial Foundations"" course not being available.","The ""Financial Foundations"" course  was not available on my ""Worth"" portal",0.0,0.2625,0.0333333333333333,Neutral,Neutral,Neutral,29,July
2025-07-16 08:38:58,"I managed to finish my work for my side project and meet the deadline in time, leant a lot new skills and knowledge about managing money.",,"When working in a team from my side gig, I had to wait for another team member to complete his work in order for me to start mine.",0.1363636363636363,0.0,0.1,Neutral,Neutral,Neutral,29,July
2025-07-16 08:50:23,"I learned more about AI, that was interesting for me.",Everything was fine for me.,"Not having data, made me start doing my work late. I started doing my work after the due dates, and i was confused i did not know where to start.",0.5,0.4166666666666667,-0.2749999999999999,Positive,Positive,Negative,29,July
2025-07-16 08:55:14,"I learned more about AI, It was interesting for me. ","I started doing doing my work late due to lack of data, and it was confusing because i was left behind. I didn't know where to start.",Lack of Data,0.5,-0.225,0.0,Positive,Negative,Neutral,29,July
2025-07-16 09:57:46,Managed to complete and submit all the activities that were due on time.,"On a personal point of view, a challenge was that my nanny is on leave and I am left alone with the kids at home because of school holidays.Otherwise I am progressing even though looking after the kids causes challenges for me attend classes.","There was no blocker,I did everything that I had to do.",-0.0124999999999999,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 12:01:33,My knowledge concerning financial planning has drastically increased,My time management this week has been seeing a bit of a slowdown,none for now,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 12:55:39,learning,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 13:01:03,learning new skill,,,0.1363636363636363,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 14:15:59,"I really enjoyed learning about managing personal finances, I think it is something everyone should learn",,unable to access the 'Financial Foundations' course on Worth.,0.25,0.0,-0.0666666666666666,Neutral,Neutral,Neutral,29,July
2025-07-16 14:33:19,"I really enjoyed the Worth Wealthy Me course this past week. It helped me realize that building wealth is achievable when you have a plan for your money, how to use it, save it, invest it, and stay out of debt. Even if you're already in debt, the course taught me practical ways to manage it. What made me feel amazing is that, despite past mistakes with my finances, I now have the knowledge and skills to manage my money better and build a stronger financial future.","During the Worthy Wealthy Me course, I felt a bit down as I reflected on the financial mistakes I’ve made in the past. It was challenging to confront those decisions, but the course also gave me hope. It reminded me that it’s never too late to take control, there’s still time, and that time is now. I’ve realized that becoming wealthy and financially independent is truly possible.","There were no blockers this week, nothing stopped me from doing what I needed to do.",0.2111111111111111,0.1434343434343434,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:01:12,The Experience Lab is going well and I have been accepted to study LLB with University of South Africa as of August 2025.,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:23:42,Gained amazing knowledge to the concept of finance,none for now,none for now,0.6000000000000001,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-16 15:24:36,Leant a lot about money,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:25:05,,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:25:56,I got my Data Scientist Associates Certification on DataCamp.,I first failed the first practical exam but got great results on my second try.,"Power outages, my laptop has a problem of turning off when disconnected to a power source ",0.0,0.16,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:29:49,"I have begun taking control of my financial situation, thanks to The Wealthy Me course. I am confidently planning my budget with the knowledge I received this week.","I was not able to access the ""Financial Foundations"" course.","I was not able to access the ""Financial Foundations"" course.",0.3,-0.125,-0.125,Positive,Negative,Negative,29,July
2025-07-16 15:32:50,"I enjoyed the Worth course so far. Taught me a lot about how to manage my finances. I also enjoyed the DataCamp courses where I learnt a lot more about AI, how to train it and also what is involved in AI Ethics. ",All wins this week fortunately.,Initially I wasn't able to access the Financial Foundations course however that has been resolved and I have been able to do it.,0.38,0.35,0.25,Positive,Positive,Neutral,29,July
2025-07-16 15:35:09,,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 15:40:48,"I enjoyed creating the children's book using generative AI, it looked like a real book. it was fun creating it",Could not finish some of my assignments,"Had technical issues, my phone that i use to hotspot my PC got broken",0.3333333333333333,0.0,-0.2,Positive,Neutral,Negative,29,July
2025-07-16 15:47:11,I enjoyed learning about how to live frugally on the wealthy me course.,,,0.3787878787878787,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-16 15:54:56,"Learning about money matters, debt management and investing ",,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 16:02:16,I REALLY enjoyed this weeks learning experience. It made less scared of money,There's wasn't a loss this week,N/a,0.1666666666666666,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 16:04:14,"I really enjoyed this weeks learning experience,  it made less intimidated on money, building wealth etc.",N/a,N/a,0.1666666666666666,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 16:39:01,I was able to complete my tasks on time,My week went well I believe,,0.3,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-16 16:39:15,I completed all my assigned tasks and assignments on time,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-16 17:59:55,"I enjoyed the doing the children odyssey book, I really enjoyed using AI.",Nothing really happened that was challenging,Nothing much,0.5,0.35,0.2,Positive,Positive,Neutral,29,July
2025-07-16 21:11:31,These teachings of how to save and invest money are great.,I am struggling to invest and save money even after the teachings,"I am a greedy person, i think.",0.8,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-16 21:45:48,"A win for me last week, was me being to submit my tasks in time.",I'm hoping to meet my classmates soon,I still do not have electricity,0.4,0.0,0.0,Positive,Neutral,Neutral,29,July
2025-07-16 22:55:01,"I gained a deeper understanding of AI, including its fundamentals and advanced models. I also explored key ethical considerations, challenges, and policies, as well as the processes involved in generating and collecting information from datasets used by AI tools.",N/a,N/a,0.2,0.0,0.0,Neutral,Neutral,Neutral,29,July
2025-07-21 08:08:40,"I enjoy completing my certificates of worth me, they were very educational.",Not being able to access the financial foundation course.,,0.3416666666666666,0.25,0.0,Positive,Neutral,Neutral,30,July
2025-07-22 13:33:33,The preparation of our home ancestral ceremony,"I couldn't do my work, I am far behind with my submissions","The preparation of the ceremony demanded a lot from me, physically and mentally I was exhausted",0.0,-0.15,-0.1666666666666666,Neutral,Negative,Negative,30,July
2025-07-22 14:25:35,I enjoyed learning about finances. Making wiser financial decisions.,The challenge I had was solved,Had bad network sometimes but it got better,0.25,0.0,-0.0999999999999999,Neutral,Neutral,Neutral,30,July
2025-07-23 16:44:36,"I managed to finish my tasks on time,","Family demanding, I had to plan and schedule family and school work accordingly.",,0.0,0.0,0.0,Neutral,Neutral,Neutral,30,July
2025-07-24 12:07:49,Completed FNB app of the year exam,Travelling expenses,,0.0,0.0,0.0,Neutral,Neutral,Neutral,30,July
2025-07-24 22:18:30,,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,30,July
2025-07-28 23:19:35,I got to get into a team of deep thinkers,email wasnt working so couldnt do my work.,email not working,0.0,0.0,0.0,Neutral,Neutral,Neutral,31,July
2025-08-01 15:23:33,Coming up with an innovation idea as a team.,Sleeping very late.,,0.0,-0.39,0.0,Neutral,Negative,Neutral,31,August
2025-08-01 15:32:59,Learning new things which are productive to my career,Sometimes missing out the class,,0.1363636363636363,-0.2,0.0,Neutral,Negative,Neutral,31,August
2025-08-04 14:41:26,Doing the wire frame for figma with the group.,A lot of restless nights,,0.0,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-06 09:59:52,I learned alot about design thinking,consumed a lot of mobile data,,0.0,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-06 10:03:06,I manage to attend the in person interview even I were bit nervous about it although I'm glad I did very well.,"Multiple task, I couldn't assist my team for the last 2 days on MUB due to preparation of an interview such as travelling and bookings.",Traveling,0.35,-0.03125,0.0,Positive,Neutral,Neutral,32,August
2025-08-06 10:14:13,We successfully presented our solutions last week.,,,0.375,0.0,0.0,Positive,Neutral,Neutral,32,August
2025-08-06 10:15:09,Presentation skills,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-06 10:30:56,Making progress on my honours research project,Taxi rank chronicles  and not being able to commute on time due to traffic and taxi strike in my area,Taxi strike in my area,0.0,-0.1416666666666667,0.0,Neutral,Negative,Neutral,32,August
2025-08-06 10:31:39,My team and I managed to successfully design and present a mockup presentation for our idea.,Our communication as a team was a bit lacking at first but gradually improved as the week went on.,The time given to complete the MUB sprint was short and therefore felt a bit rushed.,0.375,0.25,0.05,Positive,Neutral,Neutral,32,August
2025-08-06 11:24:08,I enjoyed seeing other presentations.,,,0.1875,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-06 11:51:17,our unique presentation,,,0.375,0.0,0.0,Positive,Neutral,Neutral,32,August
2025-08-06 13:02:04,"The MUB course was fun, we got to work as teams and I learned a lot.",,,0.3,0.0,0.0,Positive,Neutral,Neutral,32,August
2025-08-06 15:40:56,My team's presentation,We couldn't present our prototype due to time,connectivity and time,0.0,-0.0625,0.0,Neutral,Neutral,Neutral,32,August
2025-08-07 08:55:41,working in a team,Time management of personal work,none,0.0,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-07 09:42:02,Had a reunion with my friends after a long time,My interview got cancelled because they decided to freeze the post,Nothing,-0.05,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-07 10:49:23,I enjoyed working with a team and successfully finishing everything on time as we planned,,,0.625,0.0,0.0,Positive,Neutral,Neutral,32,August
2025-08-08 12:59:56,,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,32,August
2025-08-20 12:05:32,I really enjoyed doing the 10 year odyssey plan.,My Test Kitchen wasn't done correctly.,None whatsoever.,0.5,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-20 17:44:06,"I enjoyed opening to people about how I feel, and listening to their stories.",I could not understand the Odyssey plan clearly,I had to skip classes for 2 days which led to me missing some activities,0.5,0.1,-0.2,Positive,Neutral,Negative,34,August
2025-08-20 17:53:10,"I enjoyed sharing about my life, while listening to other share their journey",I couldn't understand the odyssey plan well.,I had to skip classes for 2 days which led to missed activities.,0.1875,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-20 18:49:03,I enjoyed doing all activities because it made me reflect on my future career plan,I had poor network coverage,Network Coverage,0.25,-0.4,0.0,Neutral,Negative,Neutral,34,August
2025-08-20 19:05:02,"The exercises gave me a clear, actionable first steps to start building towards my ideal career path, which was incredibly motivating.",I felt anxious narrowing down my odyssey plans.,I had a low of power and got sick.,0.5375,-0.2027777777777777,-0.3571428571428571,Positive,Negative,Negative,34,August
2025-08-21 09:52:17,Empathizing,Time taken for the Odyssey plan,Network issues,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 10:40:25,"I managed to stay consistent with my assignments and finished one ahead of time, which gave me space to review my work properly. I also enjoyed collaborating with my peers during discussions.","I struggled a bit with time management, especially balancing different tasks, which made me feel slightly rushed at certain points.","No major blockers, but sometimes internet connectivity slows me down.",0.25,0.0119047619047619,-0.0934027777777777,Neutral,Neutral,Neutral,34,August
2025-08-21 10:49:23,,,,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 14:17:14,being to submit all the task and learn and reflect a lot about myself,Everyday submissions but i am adapting now,none,0.0,-0.2,0.0,Neutral,Negative,Neutral,34,August
2025-08-21 15:57:03,Getting a clear fundamentals behind AI,,,-0.15,0.0,0.0,Negative,Neutral,Neutral,34,August
2025-08-21 16:48:43,10 year plan,5 lives,,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 17:07:45,"I'm enjoying the Datacamp AI courses, very interesting","Did not realise how many assignments I had due today, so now I'm rushing through the material.",,0.575,0.1875,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 18:03:09,I was consistent as I did all the required activities and met new wonderful people.,With the activities I wanted perfection and that made me submit on the last minute so I still struggle with time management.,I feel that home chores were a blocker but I will get used into managing my time.,0.4621212121212121,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 18:15:32,Learning new things about Ai that i never thought of. It was greater diving deeper into it than just using it as my assistant,,Missed 2 session because my Wi-Fi was super down but I got it sorted and I am back,0.3181818181818182,0.0,0.0592592592592592,Positive,Neutral,Neutral,34,August
2025-08-21 19:36:59,I learnt a lot about myself through planning the Odyssey,I struugled to balance between Umuzi and Wits 'Preparing for my final year exams starting in September while also submitting projects.,Time,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 19:43:28,I enjoyed being with like minded peers,,,0.5,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 19:46:42,The Design Your Life module helped me reflect on my life and boosted my motivation to achieve my dreams,"I didn’t find anything particularly challenging, though I was a bit disappointed that I had to miss Tuesday’s meeting due to a family responsibility.","I was pushing hard to meet the deadline for the DataCamp AI course and managed to complete 90%. However, I feel like my brain has absorbed a lot of information and is exhausted, so I’ll tackle the last Generative AI course tomorrow.",0.0,-0.125,-0.0583333333333333,Neutral,Negative,Neutral,34,August
2025-08-21 20:57:43,Being able to have direction in life by creating a plan and breaking it down each day,Not having completed my profile,Time management has been a stumbling block,0.1722222222222222,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 21:21:39,Odessey plan,none,Power outage,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-21 21:28:16,Engaging huddle sessions in our cohort,DataCamp access,DataCamp access,0.4,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 21:39:17,Learned to empathize with others.,"Time extension for assignments, I feel like we are not given enough time sometimes. ",Not feeling well and being unable to attend classes.,0.0,0.0,-0.5,Neutral,Neutral,Negative,34,August
2025-08-21 22:00:12,I enjoyed the classes and that I managed to do all the tasks.,,,0.5,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 22:25:52,I gain some valuable life skills and I enjoyed the sessions and the facilitators were very friendly,The challenge for me was that some sessions were clashing with my University practical's  but I still managed to attend all the sessions and pulled through,,0.49375,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-21 22:35:43,I completed my first week successfully.,,"I’m balancing being a mom and a student at the same time. Attending Google meetings and completing assignments with a 5 month old is challenging, but I did it—I submitted everything on time, and I’m proud of myself.",0.5,0.0,0.35,Positive,Neutral,Positive,34,August
2025-08-21 23:13:44,"Got to reflect on myself and get to see what I really want in life or to achieve, a thing I didn't do often. The odyssey plan is still in my head and I'm starting to visualize myself achieving the things I have written.","Making a presentation for the odyssey plan, I was scared but got to overcome it and the laptop am using froze or stopped responding.",Just lack of courage and the laptop jamming.,0.1,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-22 00:21:29,I enjoyed the excercise about the 5 lives. It allowed me to be creative and explore different ideas.,"I found the 10 year plan to be challenging, only because at first I did not know what to write. I had to think hard about what i want and why I want it.","Fatigue, I was still adjusting to the new schedule.",0.3333333333333333,0.1145833333333333,0.1363636363636363,Positive,Neutral,Neutral,34,August
2025-08-22 09:29:46,I managed to submit all my work without the usual electricity blackout in my area,Missed a whole day because I just could not connect t the internet due to electricity blackout.,"I have an issue with my laptop, its windows is faulty so sometimes it does go blank but this doesn't happen often",-0.25,0.0375,0.0,Negative,Neutral,Neutral,34,August
2025-08-22 10:10:19,"I consistently returned to weightlifting, which I really enjoyed",I was unable to complete most of my work within the deadlines,"I did not have access to the internet, which prevented me from completing my tasks",0.375,0.0333333333333333,0.0,Positive,Neutral,Neutral,34,August
2025-08-22 12:00:07,I have enjoyed sharing knowledge with peers,,,0.5,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-22 19:36:43,I learnt a lot and got to know how to use ChatGPT effectively,,,0.6,0.0,0.0,Positive,Neutral,Neutral,34,August
2025-08-22 20:41:47,"Just talking with the peers, learning that we are all trying to survive",I lost my aunt so everything kinda went blank,Loss of a loved one,0.0,0.0,0.7,Neutral,Neutral,Positive,34,August
2025-08-22 22:23:12,Getting to do the courses on DataCamp,Managing my time,,0.0,0.0,0.0,Neutral,Neutral,Neutral,34,August
2025-08-22 23:02:26,I enjoyed doing the wealthy me course because it made realize the importance of building wealth,Absolutely nothing happy week,Nothing,0.5,0.5,0.0,Positive,Positive,Neutral,34,August
2025-08-24 14:20:20,"A significant win was successfully handling a complex multi-part request that required me to integrate information from various domains. For instance, I recently answered questions about financial literacy, which involved a series of true/false and multiple-choice questions on topics like debt management, budgeting, and investing.","A challenging moment from the past week was trying to implement a new budgeting strategy that I learned about. I found it difficult to stick to the plan for my variable expenses, especially when I had unexpected social events pop up. It was a good reminder that while the theory is simple, applying it in real life requires a lot of discipline and flexibility.",A blocker for me has been dealing with some of my pre-existing debts. I've been so focused on learning about investing and budgeting that I haven't made as much progress on paying down my high-interest debt as I'd like. The interest charges feel like they're stopping me from moving forward with the other financial goals I'm learning about.,0.2321428571428571,0.0919696969696969,-0.0201388888888888,Neutral,Neutral,Neutral,34,August
2025-08-24 16:08:13,"I enjoyed the Odyssey plan, designing your life... Taught me so much on the things to always to consider while planning","Fell sick, had a very bad flu and that challenged my participation and submitting work on time",Sickness,0.35,-0.812142857142857,0.0,Positive,Negative,Neutral,34,August
